Data;Td;K0;Tmes;Tpr;KN1;EK1;KN2;EK2;Tspr
12.01.2016;-9.2375;166.1290323;-9.3;98;100;1200;66.12903226;793.5483871;102.483871
13.01.2016;-20.95;166.1290323;-9.3;130;100;1300;66.12903226;859.6774194;102.483871
14.01.2016;-9.675;166.1290323;-9.3;98;100;1400;66.12903226;925.8064516;102.483871
15.01.2016;-5.1;166.1290323;-9.3;95;100;1500;66.12903226;991.9354839;102.483871
16.01.2016;-9.6875;166.1290323;-9.3;98;100;1600;66.12903226;1058.064516;102.483871
17.01.2016;-17.4125;166.1290323;-9.3;121;100;1700;66.12903226;1124.193548;102.483871
18.01.2016;-13.3125;166.1290323;-9.3;108;100;1800;66.12903226;1190.322581;102.483871
19.01.2016;-5.1;166.1290323;-9.3;95;100;1900;66.12903226;1256.451613;102.483871
20.01.2016;-2.9875;166.1290323;-9.3;90;100;2000;66.12903226;1322.580645;102.483871
21.01.2016;-5.2875;166.1290323;-9.3;95;100;2100;66.12903226;1388.709677;102.483871
22.01.2016;-9.5125;166.1290323;-9.3;98;100;2200;66.12903226;1454.83871;102.483871
23.01.2016;-13.6625;166.1290323;-9.3;108;100;2300;66.12903226;1520.967742;102.483871
24.01.2016;-9.25;166.1290323;-9.3;98;100;2400;66.12903226;1587.096774;102.483871
25.01.2016;-12.2125;166.1290323;-9.3;103;100;2500;66.12903226;1653.225806;102.483871
26.01.2016;-16.0375;166.1290323;-9.3;121;100;2600;66.12903226;1719.354839;102.483871
27.01.2016;-18.2625;166.1290323;-9.3;126;100;2700;66.12903226;1785.483871;102.483871
28.01.2016;-24.1375;166.1290323;-9.3;130;100;2800;66.12903226;1851.612903;102.483871
29.01.2016;-20.2625;166.1290323;-9.3;130;100;2900;66.12903226;1917.741935;102.483871
30.01.2016;-11.5125;166.1290323;-9.3;103;100;3000;66.12903226;1983.870968;102.483871
31.01.2016;-5.35;166.1290323;-9.3;95;100;3100;66.12903226;2050;102.483871
01.02.2016;-3.7;209.3448276;-3.9;92;175.862069;175.862069;33.48275862;33.48275862;91.87096774
02.02.2016;0.1875;209.3448276;-3.9;85;175.862069;351.7241379;33.48275862;66.96551724;91.87096774
03.02.2016;-0.2625;209.3448276;-3.9;87;175.862069;527.5862069;33.48275862;100.4482759;91.87096774
04.02.2016;-1.575;209.3448276;-3.9;90;175.862069;703.4482759;33.48275862;133.9310345;91.87096774
05.02.2016;-0.7875;209.3448276;-3.9;87;175.862069;879.3103448;33.48275862;167.4137931;91.87096774
06.02.2016;-4.2;209.3448276;-3.9;92;175.862069;1055.172414;33.48275862;200.8965517;91.87096774
07.02.2016;-3.6625;209.3448276;-3.9;92;175.862069;1231.034483;33.48275862;234.3793103;91.87096774
08.02.2016;-7.2625;209.3448276;-3.9;98;175.862069;1406.896552;33.48275862;267.862069;91.87096774
09.02.2016;-8.425;209.3448276;-3.9;98;175.862069;1582.758621;33.48275862;301.3448276;91.87096774
10.02.2016;-5.05;209.3448276;-3.9;95;175.862069;1758.62069;33.48275862;334.8275862;91.87096774
11.02.2016;-2.525;209.3448276;-3.9;90;175.862069;1934.482759;33.48275862;368.3103448;91.87096774
12.02.2016;-4.2875;209.3448276;-3.9;92;175.862069;2110.344828;33.48275862;401.7931034;91.87096774
13.02.2016;-6.6875;209.3448276;-3.9;95;175.862069;2286.206897;33.48275862;435.2758621;91.87096774
14.02.2016;-8.65;209.3448276;-3.9;98;175.862069;2462.068966;33.48275862;468.7586207;91.87096774
15.02.2016;-6.5125;209.3448276;-3.9;95;175.862069;2637.931034;33.48275862;502.2413793;91.87096774
16.02.2016;-7.9875;209.3448276;-3.9;98;175.862069;2813.793103;33.48275862;535.7241379;91.87096774
17.02.2016;-3.9;209.3448276;-3.9;92;175.862069;2989.655172;33.48275862;569.2068966;91.87096774
18.02.2016;-2.1375;209.3448276;-3.9;90;175.862069;3165.517241;33.48275862;602.6896552;91.87096774
19.02.2016;-5.65;209.3448276;-3.9;95;175.862069;3341.37931;33.48275862;636.1724138;91.87096774
20.02.2016;-3.25;209.3448276;-3.9;92;175.862069;3517.241379;33.48275862;669.6551724;91.87096774
21.02.2016;-6.6125;209.3448276;-3.9;95;175.862069;3693.103448;33.48275862;703.137931;91.87096774
22.02.2016;-4.925;209.3448276;-3.9;92;175.862069;3868.965517;33.48275862;736.6206897;91.87096774
23.02.2016;-4.65;209.3448276;-3.9;92;175.862069;4044.827586;33.48275862;770.1034483;91.87096774
24.02.2016;0.5;209.3448276;-3.9;85;175.862069;4220.689655;33.48275862;803.5862069;91.87096774
25.02.2016;0.975;209.3448276;-3.9;85;175.862069;4396.551724;33.48275862;837.0689655;91.87096774
26.02.2016;1.2875;209.3448276;-3.9;83;175.862069;4572.413793;33.48275862;870.5517241;91.87096774
27.02.2016;-0.1;209.3448276;-3.9;87;175.862069;4748.275862;33.48275862;904.0344828;91.87096774
28.02.2016;-0.8;209.3448276;-3.9;87;175.862069;4924.137931;33.48275862;937.5172414;91.87096774
29.02.2016;-3.0625;209.3448276;-3.9;92;175.862069;5100;33.48275862;971;91.87096774
01.03.2016;-3.6375;193.6774194;-1.3;92;154.1935484;154.1935484;39.48387097;39.48387097;88.5483871
02.03.2016;-4.2;193.6774194;-1.3;92;154.1935484;308.3870968;39.48387097;78.96774194;88.5483871
03.03.2016;-3.7875;193.6774194;-1.3;92;154.1935484;462.5806452;39.48387097;118.4516129;88.5483871
04.03.2016;-2.0875;193.6774194;-1.3;90;154.1935484;616.7741935;39.48387097;157.9354839;88.5483871
05.03.2016;-4.425;193.6774194;-1.3;92;154.1935484;770.9677419;39.48387097;197.4193548;88.5483871
06.03.2016;-4.7375;193.6774194;-1.3;92;154.1935484;925.1612903;39.48387097;236.9032258;88.5483871
07.03.2016;-4.375;193.6774194;-1.3;92;154.1935484;1079.354839;39.48387097;276.3870968;88.5483871
08.03.2016;-2.3125;193.6774194;-1.3;90;154.1935484;1233.548387;39.48387097;315.8709677;88.5483871
09.03.2016;-2.1625;193.6774194;-1.3;90;154.1935484;1387.741935;39.48387097;355.3548387;88.5483871
10.03.2016;-2.35;193.6774194;-1.3;90;154.1935484;1541.935484;39.48387097;394.8387097;88.5483871
11.03.2016;-2.6875;193.6774194;-1.3;90;154.1935484;1696.129032;39.48387097;434.3225806;88.5483871
12.03.2016;-2.7125;193.6774194;-1.3;90;154.1935484;1850.322581;39.48387097;473.8064516;88.5483871
13.03.2016;-1.8875;193.6774194;-1.3;90;154.1935484;2004.516129;39.48387097;513.2903226;88.5483871
14.03.2016;-6;193.6774194;-1.3;95;154.1935484;2158.709677;39.48387097;552.7741935;88.5483871
15.03.2016;-11.875;193.6774194;-1.3;103;154.1935484;2312.903226;39.48387097;592.2580645;88.5483871
16.03.2016;-8.4;193.6774194;-1.3;98;154.1935484;2467.096774;39.48387097;631.7419355;88.5483871
17.03.2016;-3.65;193.6774194;-1.3;92;154.1935484;2621.290323;39.48387097;671.2258065;88.5483871
18.03.2016;-4.175;193.6774194;-1.3;92;154.1935484;2775.483871;39.48387097;710.7096774;88.5483871
19.03.2016;-7.3;193.6774194;-1.3;98;154.1935484;2929.677419;39.48387097;750.1935484;88.5483871
20.03.2016;-7.975;193.6774194;-1.3;98;154.1935484;3083.870968;39.48387097;789.6774194;88.5483871
21.03.2016;-7.9875;193.6774194;-1.3;98;154.1935484;3238.064516;39.48387097;829.1612903;88.5483871
22.03.2016;-7.725;193.6774194;-1.3;98;154.1935484;3392.258065;39.48387097;868.6451613;88.5483871
23.03.2016;-7.0875;193.6774194;-1.3;98;154.1935484;3546.451613;39.48387097;908.1290323;88.5483871
24.03.2016;0.3125;193.6774194;-1.3;85;154.1935484;3700.645161;39.48387097;947.6129032;88.5483871
25.03.2016;1.2125;193.6774194;-1.3;83;154.1935484;3854.83871;39.48387097;987.0967742;88.5483871
26.03.2016;0.5375;193.6774194;-1.3;85;154.1935484;4009.032258;39.48387097;1026.580645;88.5483871
27.03.2016;2.3375;193.6774194;-1.3;83;154.1935484;4163.225806;39.48387097;1066.064516;88.5483871
28.03.2016;3.1625;193.6774194;-1.3;83;154.1935484;4317.419355;39.48387097;1105.548387;88.5483871
29.03.2016;3.4125;193.6774194;-1.3;83;154.1935484;4471.612903;39.48387097;1145.032258;88.5483871
30.03.2016;2.7375;193.6774194;-1.3;83;154.1935484;4625.806452;39.48387097;1184.516129;88.5483871
31.03.2016;1.8375;193.6774194;-1.3;83;154.1935484;4780;39.48387097;1224;88.5483871
01.04.2016;3.6625;147.8666667;8.4;83;108.9333333;108.9333333;38.93333333;38.93333333;80.96774194
02.04.2016;2.5125;147.8666667;8.4;83;108.9333333;217.8666667;38.93333333;77.86666667;80.96774194
03.04.2016;3.075;147.8666667;8.4;83;108.9333333;326.8;38.93333333;116.8;80.96774194
04.04.2016;3.25;147.8666667;8.4;83;108.9333333;435.7333333;38.93333333;155.7333333;80.96774194
05.04.2016;2.375;147.8666667;8.4;83;108.9333333;544.6666667;38.93333333;194.6666667;80.96774194
06.04.2016;2.2;147.8666667;8.4;83;108.9333333;653.6;38.93333333;233.6;80.96774194
07.04.2016;1.7625;147.8666667;8.4;83;108.9333333;762.5333333;38.93333333;272.5333333;80.96774194
08.04.2016;3.25;147.8666667;8.4;83;108.9333333;871.4666667;38.93333333;311.4666667;80.96774194
09.04.2016;3.925;147.8666667;8.4;83;108.9333333;980.4;38.93333333;350.4;80.96774194
10.04.2016;6.0125;147.8666667;8.4;82;108.9333333;1089.333333;38.93333333;389.3333333;80.96774194
11.04.2016;4.6875;147.8666667;8.4;83;108.9333333;1198.266667;38.93333333;428.2666667;80.96774194
12.04.2016;2.85;147.8666667;8.4;83;108.9333333;1307.2;38.93333333;467.2;80.96774194
13.04.2016;3.7125;147.8666667;8.4;83;108.9333333;1416.133333;38.93333333;506.1333333;80.96774194
14.04.2016;9.6;147.8666667;8.4;80;108.9333333;1525.066667;38.93333333;545.0666667;80.96774194
15.04.2016;11.55;147.8666667;8.4;80;108.9333333;1634;38.93333333;584;80.96774194
16.04.2016;12.4625;147.8666667;8.4;80;108.9333333;1742.933333;38.93333333;622.9333333;80.96774194
17.04.2016;15.3125;147.8666667;8.4;80;108.9333333;1851.866667;38.93333333;661.8666667;80.96774194
18.04.2016;9.225;147.8666667;8.4;80;108.9333333;1960.8;38.93333333;700.8;80.96774194
19.04.2016;4.5875;147.8666667;8.4;83;108.9333333;2069.733333;38.93333333;739.7333333;80.96774194
20.04.2016;9.425;147.8666667;8.4;80;108.9333333;2178.666667;38.93333333;778.6666667;80.96774194
21.04.2016;9.525;147.8666667;8.4;80;108.9333333;2287.6;38.93333333;817.6;80.96774194
22.04.2016;9.1125;147.8666667;8.4;80;108.9333333;2396.533333;38.93333333;856.5333333;80.96774194
23.04.2016;6.3625;147.8666667;8.4;82;108.9333333;2505.466667;38.93333333;895.4666667;80.96774194
24.04.2016;5.375;147.8666667;8.4;82;108.9333333;2614.4;38.93333333;934.4;80.96774194
25.04.2016;6.95;147.8666667;8.4;82;108.9333333;2723.333333;38.93333333;973.3333333;80.96774194
26.04.2016;7.1875;147.8666667;8.4;80;108.9333333;2832.266667;38.93333333;1012.266667;80.96774194
27.04.2016;6.275;147.8666667;8.4;82;108.9333333;2941.2;38.93333333;1051.2;80.96774194
28.04.2016;6.3;147.8666667;8.4;82;108.9333333;3050.133333;38.93333333;1090.133333;80.96774194
29.04.2016;6.3625;147.8666667;8.4;82;108.9333333;3159.066667;38.93333333;1129.066667;80.96774194
30.04.2016;8.2125;147.8666667;8.4;80;108.9333333;3268;38.93333333;1168;80.96774194
01.05.2016;9.675;56.74193548;14.2;80;43.90322581;43.90322581;12.83870968;12.83870968;80.12903226
02.05.2016;6.9;56.74193548;14.2;82;43.90322581;87.80645161;12.83870968;25.67741935;80.12903226
03.05.2016;10.025;56.74193548;14.2;80;43.90322581;131.7096774;12.83870968;38.51612903;80.12903226
04.05.2016;13;56.74193548;14.2;80;43.90322581;175.6129032;12.83870968;51.35483871;80.12903226
05.05.2016;12.4625;56.74193548;14.2;80;43.90322581;219.516129;12.83870968;64.19354839;80.12903226
06.05.2016;13.9875;56.74193548;14.2;80;43.90322581;263.4193548;12.83870968;77.03225806;80.12903226
07.05.2016;9.45;56.74193548;14.2;80;43.90322581;307.3225806;12.83870968;89.87096774;80.12903226
08.05.2016;6.7875;56.74193548;14.2;82;43.90322581;351.2258065;12.83870968;102.7096774;80.12903226
09.05.2016;7.55;56.74193548;14.2;80;43.90322581;395.1290323;12.83870968;115.5483871;80.12903226
10.05.2016;9.85;56.74193548;14.2;80;43.90322581;439.0322581;12.83870968;128.3870968;80.12903226
11.05.2016;8.0125;56.74193548;14.2;80;43.90322581;482.9354839;12.83870968;141.2258065;80.12903226
12.05.2016;15.3125;56.74193548;14.2;80;43.90322581;526.8387097;12.83870968;154.0645161;80.12903226
13.05.2016;7.3;56.74193548;14.2;80;43.90322581;570.7419355;12.83870968;166.9032258;80.12903226
14.05.2016;6.1375;56.74193548;14.2;82;43.90322581;614.6451613;12.83870968;179.7419355;80.12903226
15.05.2016;8.1625;56.74193548;14.2;80;43.90322581;658.5483871;12.83870968;192.5806452;80.12903226
16.05.2016;9.8875;56.74193548;14.2;80;43.90322581;702.4516129;12.83870968;205.4193548;80.12903226
17.05.2016;12.3375;56.74193548;14.2;80;43.90322581;746.3548387;12.83870968;218.2580645;80.12903226
18.05.2016;14.925;56.74193548;14.2;80;43.90322581;790.2580645;12.83870968;231.0967742;80.12903226
19.05.2016;15.8875;56.74193548;14.2;80;43.90322581;834.1612903;12.83870968;243.9354839;80.12903226
20.05.2016;17.125;56.74193548;14.2;80;43.90322581;878.0645161;12.83870968;256.7741935;80.12903226
21.05.2016;19.95;56.74193548;14.2;80;43.90322581;921.9677419;12.83870968;269.6129032;80.12903226
22.05.2016;18.8125;56.74193548;14.2;80;43.90322581;965.8709677;12.83870968;282.4516129;80.12903226
23.05.2016;18.65;56.74193548;14.2;80;43.90322581;1009.774194;12.83870968;295.2903226;80.12903226
24.05.2016;19.825;56.74193548;14.2;80;43.90322581;1053.677419;12.83870968;308.1290323;80.12903226
25.05.2016;19.8;56.74193548;14.2;80;43.90322581;1097.580645;12.83870968;320.9677419;80.12903226
26.05.2016;20.75;56.74193548;14.2;80;43.90322581;1141.483871;12.83870968;333.8064516;80.12903226
27.05.2016;22.425;56.74193548;14.2;80;43.90322581;1185.387097;12.83870968;346.6451613;80.12903226
28.05.2016;17.2625;56.74193548;14.2;80;43.90322581;1229.290323;12.83870968;359.483871;80.12903226
29.05.2016;14.625;56.74193548;14.2;80;43.90322581;1273.193548;12.83870968;372.3225806;80.12903226
30.05.2016;12.925;56.74193548;14.2;80;43.90322581;1317.096774;12.83870968;385.1612903;80.12903226
31.05.2016;5.625;56.74193548;14.2;82;43.90322581;1361;12.83870968;398;80.12903226
01.06.2016;7.3375;151.9;18.1;80;150;150;1.9;1.9;80
02.06.2016;11.1;151.9;18.1;80;150;300;1.9;3.8;80
03.06.2016;14.375;151.9;18.1;80;150;450;1.9;5.7;80
04.06.2016;14.875;151.9;18.1;80;150;600;1.9;7.6;80
05.06.2016;16.6375;151.9;18.1;80;150;750;1.9;9.5;80
06.06.2016;14.2875;151.9;18.1;80;150;900;1.9;11.4;80
07.06.2016;14.575;151.9;18.1;80;150;1050;1.9;13.3;80
08.06.2016;15.1625;151.9;18.1;80;150;1200;1.9;15.2;80
09.06.2016;12.2125;151.9;18.1;80;150;1350;1.9;17.1;80
10.06.2016;13.65;151.9;18.1;80;150;1500;1.9;19;80
11.06.2016;17.4875;151.9;18.1;80;150;1650;1.9;20.9;80
12.06.2016;18.1625;151.9;18.1;80;150;1800;1.9;22.8;80
13.06.2016;18.6125;151.9;18.1;80;150;1950;1.9;24.7;80
14.06.2016;17.425;151.9;18.1;80;150;2100;1.9;26.6;80
15.06.2016;17.4375;151.9;18.1;80;150;2250;1.9;28.5;80
16.06.2016;17.25;151.9;18.1;80;150;2400;1.9;30.4;80
17.06.2016;19.2;151.9;18.1;80;150;2550;1.9;32.3;80
18.06.2016;16.9;151.9;18.1;80;150;2700;1.9;34.2;80
19.06.2016;21.325;151.9;18.1;80;150;2850;1.9;36.1;80
20.06.2016;23.7125;151.9;18.1;80;150;3000;1.9;38;80
21.06.2016;22.6;151.9;18.1;80;150;3150;1.9;39.9;80
22.06.2016;20.925;151.9;18.1;80;150;3300;1.9;41.8;80
23.06.2016;19.25;151.9;18.1;80;150;3450;1.9;43.7;80
24.06.2016;18.1375;151.9;18.1;80;150;3600;1.9;45.6;80
25.06.2016;15.9375;151.9;18.1;80;150;3750;1.9;47.5;80
26.06.2016;15.8125;151.9;18.1;80;150;3900;1.9;49.4;80
27.06.2016;15.575;151.9;18.1;80;150;4050;1.9;51.3;80
28.06.2016;10.3875;151.9;18.1;80;150;4200;1.9;53.2;80
29.06.2016;10.25;151.9;18.1;80;150;4350;1.9;55.1;80
30.06.2016;12.8625;151.9;18.1;80;150;4500;1.9;57;80
01.07.2016;16.5625;131.483871;21.6;80;131.483871;131.483871;0;0;80
02.07.2016;18.9125;131.483871;21.6;80;131.483871;262.9677419;0;0;80
03.07.2016;18.7875;131.483871;21.6;80;131.483871;394.4516129;0;0;80
04.07.2016;19.575;131.483871;21.6;80;131.483871;525.9354839;0;0;80
05.07.2016;20.275;131.483871;21.6;80;131.483871;657.4193548;0;0;80
06.07.2016;19.35;131.483871;21.6;80;131.483871;788.9032258;0;0;80
07.07.2016;18.6125;131.483871;21.6;80;131.483871;920.3870968;0;0;80
08.07.2016;20.125;131.483871;21.6;80;131.483871;1051.870968;0;0;80
09.07.2016;22.375;131.483871;21.6;80;131.483871;1183.354839;0;0;80
10.07.2016;19.375;131.483871;21.6;80;131.483871;1314.83871;0;0;80
11.07.2016;18.45;131.483871;21.6;80;131.483871;1446.322581;0;0;80
12.07.2016;18.6375;131.483871;21.6;80;131.483871;1577.806452;0;0;80
13.07.2016;18.875;131.483871;21.6;80;131.483871;1709.290323;0;0;80
14.07.2016;19.675;131.483871;21.6;80;131.483871;1840.774194;0;0;80
15.07.2016;19.7625;131.483871;21.6;80;131.483871;1972.258065;0;0;80
16.07.2016;19.2125;131.483871;21.6;80;131.483871;2103.741935;0;0;80
17.07.2016;21.225;131.483871;21.6;80;131.483871;2235.225806;0;0;80
18.07.2016;20.425;131.483871;21.6;80;131.483871;2366.709677;0;0;80
19.07.2016;21.47142857;131.483871;21.6;80;131.483871;2498.193548;0;0;80
20.07.2016;20.4875;131.483871;21.6;80;131.483871;2629.677419;0;0;80
21.07.2016;21.6875;131.483871;21.6;80;131.483871;2761.16129;0;0;80
22.07.2016;22;131.483871;21.6;80;131.483871;2892.645161;0;0;80
23.07.2016;22;131.483871;21.6;80;131.483871;3024.129032;0;0;80
24.07.2016;21.1125;131.483871;21.6;80;131.483871;3155.612903;0;0;80
25.07.2016;19.45;131.483871;21.6;80;131.483871;3287.096774;0;0;80
26.07.2016;20.3375;131.483871;21.6;80;131.483871;3418.580645;0;0;80
27.07.2016;21.45;131.483871;21.6;80;131.483871;3550.064516;0;0;80
28.07.2016;21.5625;131.483871;21.6;80;131.483871;3681.548387;0;0;80
29.07.2016;20.8375;131.483871;21.6;80;131.483871;3813.032258;0;0;80
30.07.2016;20.575;131.483871;21.6;80;131.483871;3944.516129;0;0;80
31.07.2016;21.625;131.483871;21.6;80;131.483871;4076;0;0;80
01.08.2016;25.2625;97.12903226;17.8;80;97.12903226;97.12903226;0;0;80.06451613
02.08.2016;23.85;97.12903226;17.8;80;97.12903226;194.2580645;0;0;80.06451613
03.08.2016;25.55;97.12903226;17.8;80;97.12903226;291.3870968;0;0;80.06451613
04.08.2016;24.3375;97.12903226;17.8;80;97.12903226;388.516129;0;0;80.06451613
05.08.2016;23.35;97.12903226;17.8;80;97.12903226;485.6451613;0;0;80.06451613
06.08.2016;21.45;97.12903226;17.8;80;97.12903226;582.7741935;0;0;80.06451613
07.08.2016;23.025;97.12903226;17.8;80;97.12903226;679.9032258;0;0;80.06451613
08.08.2016;24.6625;97.12903226;17.8;80;97.12903226;777.0322581;0;0;80.06451613
09.08.2016;24.6625;97.12903226;17.8;80;97.12903226;874.1612903;0;0;80.06451613
10.08.2016;22.25;97.12903226;17.8;80;97.12903226;971.2903226;0;0;80.06451613
11.08.2016;20.2875;97.12903226;17.8;80;97.12903226;1068.419355;0;0;80.06451613
12.08.2016;24.2125;97.12903226;17.8;80;97.12903226;1165.548387;0;0;80.06451613
13.08.2016;25.1875;97.12903226;17.8;80;97.12903226;1262.677419;0;0;80.06451613
14.08.2016;25.675;97.12903226;17.8;80;97.12903226;1359.806452;0;0;80.06451613
15.08.2016;27.025;97.12903226;17.8;80;97.12903226;1456.935484;0;0;80.06451613
16.08.2016;25.525;97.12903226;17.8;80;97.12903226;1554.064516;0;0;80.06451613
17.08.2016;22.45;97.12903226;17.8;80;97.12903226;1651.193548;0;0;80.06451613
18.08.2016;21.6375;97.12903226;17.8;80;97.12903226;1748.322581;0;0;80.06451613
19.08.2016;21.825;97.12903226;17.8;80;97.12903226;1845.451613;0;0;80.06451613
20.08.2016;21.9125;97.12903226;17.8;80;97.12903226;1942.580645;0;0;80.06451613
21.08.2016;23.3375;97.12903226;17.8;80;97.12903226;2039.709677;0;0;80.06451613
22.08.2016;23.4875;97.12903226;17.8;80;97.12903226;2136.83871;0;0;80.06451613
23.08.2016;22.4625;97.12903226;17.8;80;97.12903226;2233.967742;0;0;80.06451613
24.08.2016;22.9875;97.12903226;17.8;80;97.12903226;2331.096774;0;0;80.06451613
25.08.2016;24.5125;97.12903226;17.8;80;97.12903226;2428.225806;0;0;80.06451613
26.08.2016;17.8375;97.12903226;17.8;80;97.12903226;2525.354839;0;0;80.06451613
27.08.2016;15.7875;97.12903226;17.8;80;97.12903226;2622.483871;0;0;80.06451613
28.08.2016;14.6;97.12903226;17.8;80;97.12903226;2719.612903;0;0;80.06451613
29.08.2016;10.9;97.12903226;17.8;80;97.12903226;2816.741935;0;0;80.06451613
30.08.2016;9.275;97.12903226;17.8;80;97.12903226;2913.870968;0;0;80.06451613
31.08.2016;13.85;97.12903226;17.8;80;97.12903226;3011;0;0;80.06451613
01.09.2016;15.675;141.8666667;8;80;135.9333333;135.9333333;5.933333333;5.933333333;80.70967742
02.09.2016;16.6875;141.8666667;8;80;135.9333333;271.8666667;5.933333333;11.86666667;80.70967742
03.09.2016;18.25;141.8666667;8;80;135.9333333;407.8;5.933333333;17.8;80.70967742
04.09.2016;15.5;141.8666667;8;80;135.9333333;543.7333333;5.933333333;23.73333333;80.70967742
05.09.2016;14.9375;141.8666667;8;80;135.9333333;679.6666667;5.933333333;29.66666667;80.70967742
06.09.2016;12.775;141.8666667;8;80;135.9333333;815.6;5.933333333;35.6;80.70967742
07.09.2016;8.7125;141.8666667;8;80;135.9333333;951.5333333;5.933333333;41.53333333;80.70967742
08.09.2016;6.4625;141.8666667;8;82;135.9333333;1087.466667;5.933333333;47.46666667;80.70967742
09.09.2016;9.05;141.8666667;8;80;135.9333333;1223.4;5.933333333;53.4;80.70967742
10.09.2016;10.0375;141.8666667;8;80;135.9333333;1359.333333;5.933333333;59.33333333;80.70967742
11.09.2016;8.7625;141.8666667;8;80;135.9333333;1495.266667;5.933333333;65.26666667;80.70967742
12.09.2016;9.45;141.8666667;8;80;135.9333333;1631.2;5.933333333;71.2;80.70967742
13.09.2016;8.1125;141.8666667;8;80;135.9333333;1767.133333;5.933333333;77.13333333;80.70967742
14.09.2016;8.5625;141.8666667;8;80;135.9333333;1903.066667;5.933333333;83.06666667;80.70967742
15.09.2016;8.8625;141.8666667;8;80;135.9333333;2039;5.933333333;89;80.70967742
16.09.2016;8.4625;141.8666667;8;80;135.9333333;2174.933333;5.933333333;94.93333333;80.70967742
17.09.2016;7.75;141.8666667;8;80;135.9333333;2310.866667;5.933333333;100.8666667;80.70967742
18.09.2016;9.425;141.8666667;8;80;135.9333333;2446.8;5.933333333;106.8;80.70967742
19.09.2016;8.8;141.8666667;8;80;135.9333333;2582.733333;5.933333333;112.7333333;80.70967742
20.09.2016;8.9875;141.8666667;8;80;135.9333333;2718.666667;5.933333333;118.6666667;80.70967742
21.09.2016;8.4;141.8666667;8;80;135.9333333;2854.6;5.933333333;124.6;80.70967742
22.09.2016;8.8125;141.8666667;8;80;135.9333333;2990.533333;5.933333333;130.5333333;80.70967742
23.09.2016;14.55;141.8666667;8;80;135.9333333;3126.466667;5.933333333;136.4666667;80.70967742
24.09.2016;17.0625;141.8666667;8;80;135.9333333;3262.4;5.933333333;142.4;80.70967742
25.09.2016;14.225;141.8666667;8;80;135.9333333;3398.333333;5.933333333;148.3333333;80.70967742
26.09.2016;12.0625;141.8666667;8;80;135.9333333;3534.266667;5.933333333;154.2666667;80.70967742
27.09.2016;9.7;141.8666667;8;80;135.9333333;3670.2;5.933333333;160.2;80.70967742
28.09.2016;10.2375;141.8666667;8;80;135.9333333;3806.133333;5.933333333;166.1333333;80.70967742
29.09.2016;7.8;141.8666667;8;80;135.9333333;3942.066667;5.933333333;172.0666667;80.70967742
30.09.2016;6.575;141.8666667;8;82;135.9333333;4078;5.933333333;178;80.70967742
01.10.2016;7.0875;177.9354839;-3.9;80;147.7419355;147.7419355;30.19354839;30.19354839;88.96774194
02.10.2016;9.625;177.9354839;-3.9;80;147.7419355;295.483871;30.19354839;60.38709677;88.96774194
03.10.2016;8.1125;177.9354839;-3.9;80;147.7419355;443.2258065;30.19354839;90.58064516;88.96774194
04.10.2016;7.3375;177.9354839;-3.9;80;147.7419355;590.9677419;30.19354839;120.7741935;88.96774194
05.10.2016;7.65;177.9354839;-3.9;80;147.7419355;738.7096774;30.19354839;150.9677419;88.96774194
06.10.2016;5.7375;177.9354839;-3.9;82;147.7419355;886.4516129;30.19354839;181.1612903;88.96774194
07.10.2016;3.2375;177.9354839;-3.9;83;147.7419355;1034.193548;30.19354839;211.3548387;88.96774194
08.10.2016;1.8125;177.9354839;-3.9;83;147.7419355;1181.935484;30.19354839;241.5483871;88.96774194
09.10.2016;1.3;177.9354839;-3.9;83;147.7419355;1329.677419;30.19354839;271.7419355;88.96774194
10.10.2016;2.6125;177.9354839;-3.9;83;147.7419355;1477.419355;30.19354839;301.9354839;88.96774194
11.10.2016;2.05;177.9354839;-3.9;83;147.7419355;1625.16129;30.19354839;332.1290323;88.96774194
12.10.2016;1.6;177.9354839;-3.9;83;147.7419355;1772.903226;30.19354839;362.3225806;88.96774194
13.10.2016;1.1875;177.9354839;-3.9;83;147.7419355;1920.645161;30.19354839;392.516129;88.96774194
14.10.2016;0.7125;177.9354839;-3.9;85;147.7419355;2068.387097;30.19354839;422.7096774;88.96774194
15.10.2016;0.3125;177.9354839;-3.9;85;147.7419355;2216.129032;30.19354839;452.9032258;88.96774194
16.10.2016;-2.45;177.9354839;-3.9;90;147.7419355;2363.870968;30.19354839;483.0967742;88.96774194
17.10.2016;-1.45;177.9354839;-3.9;90;147.7419355;2511.612903;30.19354839;513.2903226;88.96774194
18.10.2016;1.2375;177.9354839;-3.9;83;147.7419355;2659.354839;30.19354839;543.483871;88.96774194
19.10.2016;-0.1375;177.9354839;-3.9;87;147.7419355;2807.096774;30.19354839;573.6774194;88.96774194
20.10.2016;-0.025;177.9354839;-3.9;87;147.7419355;2954.83871;30.19354839;603.8709677;88.96774194
21.10.2016;-0.4375;177.9354839;-3.9;87;147.7419355;3102.580645;30.19354839;634.0645161;88.96774194
22.10.2016;-2.1;177.9354839;-3.9;90;147.7419355;3250.322581;30.19354839;664.2580645;88.96774194
23.10.2016;-1.175;177.9354839;-3.9;90;147.7419355;3398.064516;30.19354839;694.4516129;88.96774194
24.10.2016;-0.2375;177.9354839;-3.9;87;147.7419355;3545.806452;30.19354839;724.6451613;88.96774194
